pv_name,rmse,mae,r2,gof,n_train,n_val
pv_170,6.4933192302939515,4.951593565640313,0.9620802554077758,95.37350044752537,51556,591
pv_18,6.412570301115936,4.8790912184053665,0.9615319459522071,95.36482864702512,51554,591
pv_2,6.241870892242059,4.760708505901589,0.9636571812223197,95.48581475820883,51556,591
pv_20,6.239112377427016,4.7083402306295286,0.9635717481988834,95.49026919465105,51554,591
pv_22,6.351842526074327,4.812984690044939,0.9622444065299314,95.40946650161041,51554,591
pv_24,6.261319780621963,4.723198062365027,0.9633080052068996,95.475191480964,51556,591
pv_26,6.1935341663235715,4.700415917802381,0.9640941794058592,95.52447653589628,51556,591
pv_28,6.193776593649247,4.705092986412662,0.9640885132226245,95.52458559227487,51556,591
pv_30,6.396598718344982,4.790630449397511,0.9621118480434507,95.39006537692572,51555,591
pv_32,6.418376539322813,4.810028739984063,0.96185469097273,95.37520042298074,51555,591
pv_34,6.365706076428943,4.760927727960692,0.9624785430026386,95.41373182485052,51555,591
pv_36,6.217443061655673,4.644343369111998,0.9642070093487703,95.52110898708285,51555,591
pv_38,6.19890199836488,4.636880625193898,0.9644301189946429,95.53548968396484,51555,591
pv_4,6.304106287505222,4.796584337118717,0.962908295912122,95.44090056807568,51556,591
pv_40,6.275411269514974,4.718861819076054,0.9635501972546419,95.48096055029754,51555,591
pv_42,6.299322475215787,4.751506995940974,0.9632700349095034,95.46404867441247,51555,591
pv_44,6.176653870706446,4.6508137402982275,0.9647009675672505,95.55340558434192,51556,591
pv_46,6.168414967078469,4.618032173969217,0.9648016696725363,95.55989233462387,51556,591
pv_48,6.201863637240359,4.7131430399518734,0.9644262161880846,95.53636217710533,51557,591
pv_50,6.173345409860825,4.678840973094837,0.9647635694400319,95.55760414622245,51557,591
pv_52,6.210175383284052,4.7561683926848595,0.9643499339799851,95.53158670186474,51557,591
pv_54,6.153411871301452,4.688417009899862,0.965016947152025,95.57334884883018,51557,591
pv_56,6.199204479434837,4.726188267786087,0.9645009271172464,95.54078290282406,51557,591
pv_58,6.330648421035097,4.733268415213842,0.9631105049447806,95.44556567628153,51555,591
pv_6,6.347411129967014,4.817471204994092,0.962380442552277,95.410007675144,51556,591
pv_60,6.341371521449739,4.7522307457940025,0.9629669952876626,95.4362124485175,51555,591
pv_62,6.360456703637771,4.770318402469461,0.96273293875478,95.421306091955,51555,591
pv_64,6.428168162899042,4.794659205180942,0.9619182420317949,95.37089391112947,51555,591
pv_66,7.230119631641053,5.330893001780292,0.951805641105425,94.791814419321,51555,591
pv_68,7.2548238929229125,5.346851644885117,0.9514555477033544,94.77233234681259,51555,591
pv_70,7.186218966028046,5.302676620515673,0.952334401494935,94.81924180989668,51555,591
pv_72,7.2981001323560815,5.390713506491252,0.9508143259364757,94.73665704641552,51557,591
pv_74,7.076096638160336,5.305334658166882,0.9537426968000706,94.8950337026153,51558,591
pv_76,7.0682538976902745,5.315463790716052,0.9538067582965672,94.89862965981109,51558,591
pv_78,6.97506195319271,5.234329458577983,0.9549931656029148,94.96544718489568,51558,591
pv_8,6.347599655466218,4.813084646888997,0.9623614334520317,95.41004455583804,51555,591
pv_80,6.691971212388912,5.0256902516977435,0.9585528543087654,95.16953492023954,51561,591
pv_82,6.667919207961596,5.000077589369062,0.9589093704619247,95.2034334069268,51561,591
pv_84,6.91970656549517,5.283401357740315,0.9557352691321754,95.02252492715502,51565,591
pv_86,6.360224940186808,4.8126211219511665,0.962957645960707,95.43739264794182,51555,591
pv_88,6.372157345143425,4.81661390585746,0.962837210879271,95.43008632300948,51555,591
pv_90,6.339303493545384,4.784668892688558,0.963229295971138,95.45435046686586,51555,591
pv_92,6.342658416964367,4.7494062665069565,0.9631955343801121,95.4523657413854,51555,591
pv_94,6.174217098885502,4.615145473084878,0.9651481293048377,95.57439033366991,51556,591
pv_96,6.220445100643057,4.662895188228733,0.9646406185403245,95.54201768902355,51557,591
pv_98,6.355339156265241,4.783269489033371,0.9631218897831455,95.44679162272467,51558,591
pvfarm1,7.016744567998034,5.36864856915829,0.9494627355756391,94.66804215935811,51556,591
